f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,treatment,visit,conversion
0.0012301533574825742,0.2987455375084699,-0.2741378553622176,-0.8905918387572742,-0.45467078517172255,-0.9916465549964624,0.060143602597438485,1.3402152455545335,-0.49220651855132963,-0.6204748998199404,0.4898420501851982,0.35688700816006075,0,1,0
0.10541424899789856,-0.9304680447082047,-0.02925182246327349,0.6953031944582878,-1.344214547285082,-0.45761576104021817,-1.901222739800844,-1.289537739784976,-1.8417350377917323,-0.23509113107468127,-1.2674464814437032,0.2712643588217015,1,1,0
0.15675108662422516,-0.18693094462995438,-2.516759710820513,-0.5386928958466366,-0.048500945401071985,0.11330898600330756,-1.5301357655053935,-0.47775327603393064,-0.9785190780566395,-0.8088372394255993,1.0608986233860787,-0.8075346753318965,1,1,1
-0.0325217049455206,0.8843898673831739,-0.583600432743302,-0.11170194958415963,0.11046414324948059,0.06378177425506196,-1.2250558264176934,0.0761402303770081,1.3588234217415376,-1.5471446781284823,0.8593826880215982,0.11935402569658124,0,1,0
-0.6414703941072214,2.000416546342423,0.7622597120847118,-1.1992889021052233,0.07451622877146342,0.5766895836701853,-0.1887821253507493,0.682910267195206,-0.06651732014941557,0.6672475608343279,1.438522591656152,-0.6756622510056528,1,1,1
0.20313861038960904,-0.46330757653841514,0.12726841122583082,-1.18719452785014,-0.5793015965026732,-0.1961959728044967,0.8987638721004078,1.145222007454132,-1.323527792484255,-0.7946423659870495,0.6469034225734218,-1.9924197841744944,1,1,1
-0.46316986495236695,-0.09728692567008902,1.2570149772868198,0.6894039005707556,-0.32721342022219785,-0.3685758940999591,-0.25019540051792494,1.5235294004561601,-0.4280249425728672,-0.3036803883647294,0.35258906728526535,-0.12077044508645512,0,1,0
-0.19728422796572256,-1.1140671431510563,-0.011521468038548173,-0.4435812229744192,1.1661277761902227,0.6530885027011638,-0.024143613009932233,0.6683810232673438,-0.3398695517131494,1.052126358426947,-0.005399560671626605,0.5833823541804138,1,1,0
-1.2908932453234871,0.34668004887842974,-1.6882041173665416,-2.0353289449399323,-0.3044768777114372,-0.8999276075985952,0.16405279571222256,2.2447566264860495,-0.8317231814120817,-0.6239435864439059,0.2054039460646989,0.49301329141235634,0,1,0
-0.1764060659057582,-0.20593033025321647,0.7024629551205442,0.5199076370338984,-1.0336758320736887,-0.07918131861584184,0.035286848661474135,-1.0544846220491104,0.25983910067436333,-0.8579564771765439,0.9720667079170427,0.1927459126050724,0,0,0
0.08930648576905029,-0.591028352856274,-0.11860982387769403,-1.9977462929070549,-1.1314074705230586,0.3628397991887543,-2.1285670418221447,0.8466085214811634,-1.7460964753739088,0.7567385026642676,-0.8454970328793241,0.7789910843424612,0,1,0
0.1309512075847998,-1.5368349402914887,1.2491487495584548,1.4417071555226115,-0.0658049060002071,-0.27391627217232034,-0.15986696597063635,-0.9751523227787462,1.0985867597569177,-0.5428919317301868,-0.051190412691676575,-0.7932964032030436,1,1,1
-0.6260730997201972,-1.2777251516511705,1.2570693137143927,-0.15408757320601318,0.9659216187288089,0.01332459691325976,-0.6944035277028942,-0.3266852600022522,-0.5602310505028996,0.007959099184913658,-0.3752668396769557,-0.29992171594179834,1,1,1
-1.3785746841359137,-0.8068459276211205,1.65405754880043,-0.6712332162517173,-1.0540937876234928,0.33732633257503086,1.407272199556532,-1.454024302481208,-0.20852184825127065,-0.6320525539349078,-1.7610194743274028,0.7349267092583915,1,1,1
-0.02344391855484465,0.07144184429260535,-0.7523114724455892,0.4547841629969166,-0.539297349487321,-0.1429032084967607,-1.108260792181513,-1.2161027602081953,1.3355318553000226,-0.5071047045384752,0.2916803563558019,-0.03379043476737232,1,1,1
-0.44114520276218416,-0.5079609703372195,0.6300825914455861,-0.3018676045339098,-0.15144364817129202,0.022221557194479512,1.1765083202520015,0.6805109746331383,0.3826002677279928,-0.5635713933532417,-1.3819687200064654,0.949529931735302,0,0,0
0.9664471342208761,-0.1407083991233403,0.541883841603518,0.781443053885405,0.8311844526649818,0.9213834732464707,-0.45561765066113274,1.5149729826647176,-1.2465930582857083,0.861723076993649,0.4939320790307585,0.8736191135245024,0,1,1
1.8790083070967372,1.484445473378649,-1.145176907189325,-1.688671580267857,0.8168890590537966,-1.015012415875923,-0.0124053886475133,0.839727477005194,-1.6437973511855861,-2.1099804543094787,0.259299020337227,0.04438588961329704,1,1,0
-0.24580307138192253,0.03853476377021816,-0.8605156073672797,-1.5134944072721068,-0.1666548508803217,-0.9717086910493917,-1.643481322411107,0.5056810713932767,-0.061398628422175805,0.40652853663281385,-0.9892949414259369,-0.6580587918366578,1,1,1
-0.9990430272201656,-0.8866418670580481,0.19540791774940214,-0.7829746163349458,0.3560662888202746,0.3397559254182162,2.0251609868801026,-1.3927890458668095,0.8879023778350454,-0.0894879618884183,-0.01402973013099694,-1.4498638219066111,1,0,0
-0.4601938127246543,0.743197263443954,-0.08247837201730518,0.08105437041126562,-0.29071668060054134,1.1545697469862868,-0.021472567043494796,-2.200415672482062,-0.6920725504744906,-1.968796607080243,-3.2514384154965383,-0.5301153497723121,1,1,0
1.3335598501027237,0.04711990613059292,-1.1725457074049794,-0.9406998682024224,1.1306132302500087,0.15762662339846478,0.04799924156205696,-0.05346178883805718,0.038400261555346496,0.8054056469437983,0.5525672973560755,0.21570470002449457,1,1,0
-1.0428683575900106,0.511108764909727,-0.6842470779924941,1.0938456759004787,-1.2710508217241274,-0.13762097627558853,-0.007358286291270949,-1.3246455506441366,1.721971643856479,1.4604067672595522,-0.46358376160908316,0.7717211655645232,0,0,0
0.37867606967021183,-2.613559463345258,0.2503980162775905,-0.061344079833248494,0.08321735347453037,-1.0768749198271783,-0.2693470462204049,-0.17825876338229713,1.1880942172123188,0.33442706039101433,-0.005555030202663769,1.5289699979109401,1,0,0
-0.5552479297636472,-0.3894303048753847,-1.8167550113390598,1.5691058462836123,0.9643323681944285,0.9168480445117076,0.6688984464469374,0.110148587663652,0.21548893918232892,-0.2520065902673078,-0.20360042572294623,0.05430361171369427,1,1,0
1.5118295115637772,0.5556879018080786,-0.058460125758861455,-0.5793920504433961,-0.6349984874116595,1.6027050111724899,0.5066873042271038,0.06755055831065467,-0.34618184215272274,-1.1090534117005277,-0.06686155746989603,0.873658034470201,1,1,0
-0.39253724683749003,-0.2272425830005601,-0.22103435143897837,0.10959436799816868,-1.593010878745609,-0.235398351965091,-0.8543955181540714,0.8845850325626053,-0.7705986765648598,0.5770467473006955,1.5244374527267601,-0.3135962612816255,0,0,0
